date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:54	23581/23581	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2013:12:54%20GMT	https://sophiekerboul.com/?page_id=9	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/index2a9c.html	(from https://sophiekerboul.com/)
15:12:54	12799/12799	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Apr%202016%2008:25:37%20GMT	https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/img/glyphicons-halflings.png	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/wp-content/themes/customizr/inc/assets/img/glyphicons-halflings.png	(from https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/css/tc_common.min.css?ver=3.4.20)
15:12:55	25623/25623	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2013:12:54%20GMT	https://sophiekerboul.com/?page_id=365	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/index87dc.html	(from https://sophiekerboul.com/)
15:12:55	8777/8777	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Apr%202016%2008:25:37%20GMT	https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/img/glyphicons-halflings-white.png	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/wp-content/themes/customizr/inc/assets/img/glyphicons-halflings-white.png	(from https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/css/tc_common.min.css?ver=3.4.20)
15:12:57	37046/37046	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2013:12:55%20GMT	https://sophiekerboul.com/?p=472	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/index8c8c.html	(from https://sophiekerboul.com/)
15:12:58	15287/15287	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Apr%202016%2008:25:37%20GMT	https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/fancybox.png	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/fancybox.png	(from https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/jquery.fancybox-1.3.4.min.css?ver=4.5.28)
15:12:58	25491/25491	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2013:12:55%20GMT	https://sophiekerboul.com/?p=626	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/indexe90e.html	(from https://sophiekerboul.com/)
15:12:58	27169/27169	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2013:12:55%20GMT	https://sophiekerboul.com/?p=242	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/indexa8b8.html	(from https://sophiekerboul.com/)
15:12:58	24478/24478	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2013:12:56%20GMT	https://sophiekerboul.com/?p=148	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/indexa36b.html	(from https://sophiekerboul.com/)
15:12:58	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2017%20Apr%202016%2008:25:37%20GMT	https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/blank.gif	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/blank.gif	(from https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/jquery.fancybox-1.3.4.min.css?ver=4.5.28)
15:12:58	203/203	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Apr%202016%2008:25:37%20GMT	https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/fancybox-x.png	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/fancybox-x.png	(from https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/jquery.fancybox-1.3.4.min.css?ver=4.5.28)
15:12:59	176/176	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Apr%202016%2008:25:37%20GMT	https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/fancybox-y.png	C:/Users/ogolle/Documents/perso/SitesWeb/LetitiaSissoko/sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/fancybox-y.png	(from https://sophiekerboul.com/wp-content/themes/customizr/inc/assets/js/fancybox/jquery.fancybox-1.3.4.min.css?ver=4.5.28)
